Line,financial_period,period,line_period_ridership
Victoria,08_17/18,8,11748893.799380897
Victoria,08_18/19,8,11787789.882718278
Victoria,08_19/20,8,15375378.02094818
Victoria,08_21/22,8,7708607.831396125
Victoria,08_22/23,8,9162470.144024035
Victoria,08_23/24,8,10020144.370257452
Victoria,09_11/12,9,9174903.510038445
Victoria,09_12/13,9,9928755.387668781
Victoria,09_13/14,9,10935136.650929222
Victoria,09_14/15,9,12023890.230733875
Victoria,09_15/16,9,12126989.168519342
Victoria,09_16/17,9,13587433.083091438
Victoria,09_17/18,9,12226922.9322671
Victoria,09_18/19,9,12363059.131653065
Victoria,09_19/20,9,15647323.482543185
Victoria,09_21/22,9,7928256.087107548
Victoria,09_22/23,9,9946928.204300066
Victoria,09_23/24,9,10647710.823509486
Victoria,10_11/12,10,7492995.348568987
Victoria,10_12/13,10,7697464.922726534
Victoria,10_13/14,10,8630836.9239225
Victoria,10_14/15,10,9407180.306419488
Victoria,10_15/16,10,9084604.16659256
Victoria,10_16/17,10,10362309.720609581
Victoria,10_17/18,10,9316256.656471107
Victoria,10_18/19,10,9612226.177655809
Victoria,10_19/20,10,11505384.913634693
Victoria,10_21/22,10,4748586.099665999
Victoria,10_22/23,10,7164716.950521078
Victoria,10_23/24,10,8524444.323340109
Victoria,11_11/12,11,8485132.185390858
Victoria,11_12/13,11,8934905.486253457
Victoria,11_13/14,11,9957866.677421907
Victoria,11_14/15,11,10834476.62877279
Victoria,11_15/16,11,11361074.063139172
Victoria,11_16/17,11,11864262.477866473
Victoria,11_17/18,11,11207127.448776532
Victoria,11_18/19,11,11160223.429334875
Victoria,11_19/20,11,12823274.458287394
Victoria,11_21/22,11,6296583.330394121
Victoria,11_22/23,11,8911443.564735705
Victoria,11_23/24,11,9120632.453929538
Victoria,12_11/12,12,8645763.863733446
Victoria,12_12/13,12,9422086.810476657
Victoria,12_13/14,12,9700690.368604193
Victoria,12_14/15,12,11429183.429753331
Victoria,12_15/16,12,11627016.808062842
Victoria,12_16/17,12,12609417.334179971
Victoria,12_17/18,12,11185881.709537147
Victoria,12_18/19,12,11589060.505813535
Victoria,12_19/20,12,13178895.446527014
Victoria,12_21/22,12,6840474.249298599
Victoria,12_22/23,12,9392577.841705006
Victoria,12_23/24,12,9737739.466294039
Victoria,13_11/12,13,8759150.930798804
Victoria,13_12/13,13,9412343.183992192
Victoria,13_13/14,13,11007146.01739818
Victoria,13_14/15,13,12575345.628006741
Victoria,13_15/16,13,10052635.758114718
Victoria,13_16/17,13,12341627.307692308
Victoria,13_17/18,13,11185881.709537147
Victoria,13_18/19,13,11934222.055174405
Victoria,13_19/20,13,8712714.211870635
Victoria,13_21/22,13,7363446.2867067475
Victoria,13_22/23,13,8880065.242324665
Victoria,13_23/24,13,9800496.111619242
Waterloo & City,01_11/12,1,6554469.668688594
Waterloo & City,01_12/13,1,6360552.326500732
Waterloo & City,01_13/14,1,6511322.945907474
Waterloo & City,01_14/15,1,6223744.388539911
Waterloo & City,01_15/16,1,8009277.668889876
Waterloo & City,01_16/17,1,8317394.510304789
Waterloo & City,01_17/18,1,7036342.164357311
Waterloo & City,01_18/19,1,6855233.216581209
Waterloo & City,01_19/20,1,7080429.240965331
Waterloo & City,01_21/22,1,2477156.746559786
Waterloo & City,01_22/23,1,5245743.626701718
Waterloo & City,01_23/24,1,6060423.53785569
Waterloo & City,02_11/12,2,6310114.439812047
Waterloo & City,02_12/13,2,6640215.844802342
Waterloo & City,02_13/14,2,6871884.802846975
Waterloo & City,02_14/15,2,6462040.907920944
Waterloo & City,02_15/16,2,7191428.892841263
Waterloo & City,02_16/17,2,7698323.990711176
Waterloo & City,02_17/18,2,7137245.732679835
Waterloo & City,02_18/19,2,6994324.905033581
Waterloo & City,02_19/20,2,7471210.649026094
Waterloo & City,02_21/22,2,2814950.848363393
Waterloo & City,02_22/23,2,5305354.34973242
Waterloo & City,02_23/24,2,5841850.885670732
Waterloo & City,03_11/12,3,6389170.543272106
Waterloo & City,03_12/13,3,6432260.920937043
Waterloo & City,03_13/14,3,6779976.878529063
Waterloo & City,03_14/15,3,6882564.177416883
Waterloo & City,03_15/16,3,7466395.291685194
Waterloo & City,03_16/17,3,7589076.251959361
Waterloo & City,03_17/18,3,6834535.027712264
Waterloo & City,03_18/19,3,6914843.940203654
Waterloo & City,03_19/20,3,8034200.813181429
Waterloo & City,03_21/22,3,3218979.0877755512
Waterloo & City,03_22/23,3,4748987.601445873
Waterloo & City,03_23/24,3,5974319.159722223
Waterloo & City,04_11/12,4,6647899.609141392
Waterloo & City,04_12/13,4,6948562.800878477
Waterloo & City,04_13/14,4,7126399.05480427
Waterloo & City,04_14/15,4,7190947.908380573
Waterloo & City,04_15/16,4,7142075.949459019
Waterloo & City,04_16/17,4,7945952.198548621
Waterloo & City,04_17/18,4,7332325.964770048
Waterloo & City,04_18/19,4,7219520.972051708
Waterloo & City,04_19/20,4,8868750.938870512
Waterloo & City,04_21/22,4,3285213.2253841017
Waterloo & City,04_22/23,4,5384835.3137733545
Waterloo & City,04_23/24,4,6232632.294122629
Waterloo & City,05_11/12,5,6144815.314395557
Waterloo & City,05_12/13,5,7385985.22693997
Waterloo & City,05_13/14,5,6652719.752550416
Waterloo & City,05_14/15,5,6819485.6869924925
Waterloo & City,05_15/16,5,6669697.777086112
Waterloo & City,05_16/17,5,7363297.591872278
Waterloo & City,05_17/18,5,6794173.600383256
Waterloo & City,05_18/19,5,6649907.390770564
Waterloo & City,05_19/20,5,8729659.251255667
Waterloo & City,05_21/22,5,3417681.5006012027
Waterloo & City,05_22/23,5,4894702.702187588
Waterloo & City,05_23/24,5,5735876.26642954
Waterloo & City,06_11/12,6,6130441.477402819
Waterloo & City,06_12/13,6,6740607.877013178
Waterloo & City,06_13/14,6,6433554.702253855
Waterloo & City,06_14/15,6,6532128.1195036
Waterloo & City,06_15/16,6,6881210.391581443
Waterloo & City,06_16/17,6,7195784.39245283
Waterloo & City,06_17/18,6,6484735.99086085
Waterloo & City,06_18/19,6,6457828.392431573
Waterloo & City,06_19/20,6,8987972.385397526
Waterloo & City,06_21/22,6,3854826.8088176353
Waterloo & City,06_22/23,6,5272237.28138203
Waterloo & City,06_23/24,6,5543797.269054878
Waterloo & City,07_11/12,7,6691021.120119606
Waterloo & City,07_12/13,7,7041783.9736456815
Waterloo & City,07_13/14,7,7168818.096797152
Waterloo & City,07_14/15,7,7296078.725754558
Waterloo & City,07_15/16,7,7875319.679709501
Waterloo & City,07_16/17,7,8040633.572133526
Waterloo & City,07_17/18,7,7305418.346550708
Waterloo & City,07_18/19,7,7279131.695674153
Waterloo & City,07_19/20,7,10047718.576748744
Waterloo & City,07_21/22,7,4616519.391315966
Waterloo & City,07_22/23,7,5841850.857008731
Waterloo & City,07_23/24,7,6186268.398204607
Waterloo & City,08_11/12,8,6885067.919521572
Waterloo & City,08_12/13,8,7199542.881405563
Waterloo & City,08_13/14,8,7331424.424436537
Waterloo & City,08_14/15,8,7611471.177876513
Waterloo & City,08_15/16,8,7945823.884541278
Waterloo & City,08_16/17,8,8200863.588969521
Waterloo & City,08_17/18,8,7439956.437647406
Waterloo & City,08_18/19,8,7464587.280277316
Waterloo & City,08_19/20,8,9736418.133039324
Waterloo & City,08_21/22,8,4881455.941750167
Waterloo & City,08_22/23,8,5802110.374988264
Waterloo & City,08_23/24,8,6345230.327066396
Waterloo & City,09_11/12,9,6978497.85997437
Waterloo & City,09_12/13,9,7307105.773060029
Waterloo & City,09_13/14,9,7515240.273072361
Waterloo & City,09_14/15,9,7793697.92799142
Waterloo & City,09_15/16,9,8037479.350822588
Waterloo & City,09_16/17,9,8499474.074891146
Waterloo & City,09_17/18,9,7742667.142614976
Waterloo & City,09_18/19,9,7828875.035747815
Waterloo & City,09_19/20,9,9908626.889133899
Waterloo & City,09_21/22,9,5020547.630728123
Waterloo & City,09_22/23,9,6298866.400244109
Waterloo & City,09_23/24,9,6742635.149220867
Waterloo & City,10_11/12,10,5699226.367620674
Waterloo & City,10_12/13,10,5664978.960468521
Waterloo & City,10_13/14,10,5931596.0386714125
Waterloo & City,10_14/15,10,6097587.4076911295
Waterloo & City,10_15/16,10,6021059.092633763
Waterloo & City,10_16/17,10,6482032.499274312
Waterloo & City,10_17/18,10,5899495.294590212
Waterloo & City,10_18/19,10,6086917.223225247
Waterloo & City,10_19/20,10,7285755.06553963
Waterloo & City,10_21/22,10,3007029.8474281896
Waterloo & City,10_22/23,10,4537038.36400338
Waterloo & City,10_23/24,10,5398082.167598239
Waterloo & City,11_11/12,11,6453852.809739428
Waterloo & City,11_12/13,11,6575678.109809663
Waterloo & City,11_13/14,11,6843605.441518387
Waterloo & City,11_14/15,11,7022738.600582197
Waterloo & City,11_15/16,11,7529849.076033792
Waterloo & City,11_16/17,11,7421563.052539913
Waterloo & City,11_17/18,11,7096884.305350825
Waterloo & City,11_18/19,11,7067182.456127682
Waterloo & City,11_19/20,11,8120305.191228715
Waterloo & City,11_21/22,11,3987295.084034736
Waterloo & City,11_22/23,11,5643148.446906393
Waterloo & City,11_23/24,11,5775616.748644986
Waterloo & City,12_11/12,12,6576030.424177702
Waterloo & City,12_12/13,12,6934221.081991216
Waterloo & City,12_13/14,12,6666859.43321471
Waterloo & City,12_14/15,12,7408218.264286809
Waterloo & City,12_15/16,12,7706109.588113236
Waterloo & City,12_16/17,12,7887686.737880987
Waterloo & City,12_17/18,12,7083430.496241156
Waterloo & City,12_18/19,12,7338742.419296599
Waterloo & City,12_19/20,12,8345501.256890849
Waterloo & City,12_21/22,12,4331712.599599199
Waterloo & City,12_22/23,12,5947825.475729979
Waterloo & City,12_23/24,12,6166398.157096883
Waterloo & City,13_11/12,13,6662273.4461341305
Waterloo & City,13_12/13,13,6927050.222547584
Waterloo & City,13_13/14,13,7564729.15539739
Waterloo & City,13_14/15,13,8151142.707062969
Waterloo & City,13_15/16,13,6662647.356602934
Waterloo & City,13_16/17,13,7720173.538461539
Waterloo & City,13_17/18,13,7083430.496241156
Waterloo & City,13_18/19,13,7557315.072578898
Waterloo & City,13_19/20,13,5517303.6087222835
Waterloo & City,13_21/22,13,4662883.287641951
Waterloo & City,13_22/23,13,5623278.20589616
Waterloo & City,13_23/24,13,6206138.639312331
