financial_period,financial_year,period,days,period_end,line,lch_network,ejt_network,operated_kms_network,pct_scheduled,lch_line,ejt_line,operated_kms_line,station_alloc_ridership,period_year,upgrade_year,train_upgrade_year,signalling_upgrade_year,post_upgrade,post_train_upgrade,post_signalling_upgrade
09_15/16,2015/2016,9.0,28.0,2015-12-12,Piccadilly,1697719.5300000005,4.998454108021501,6410215.367196053,0.9721268677727092,,0.5745695275743208,907041.2481826552,24080926.43841708,2015.0,,,,0,0,0
09_15/16,2015/2016,9.0,28.0,2015-12-12,Victoria,1697719.5300000005,4.998454108021501,6410215.367196053,0.9721268677727092,,0.3899633886095888,581007.8265622851,12126989.168519342,2015.0,2016.0,2009.0,2016.0,0,1,0
10_15/16,2015/2016,10.0,28.0,2016-01-09,Bakerloo,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.3370847673577408,267282.2423960333,8129891.656736327,2016.0,,,,0,0,0
10_15/16,2015/2016,10.0,28.0,2016-01-09,Central,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.4198750517672288,942421.9019358108,28243271.87357344,2016.0,,,,0,0,0
10_15/16,2015/2016,10.0,28.0,2016-01-09,Waterloo & City,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.2061113827248019,25538.7817515823,6021059.092633763,2016.0,,,,0,0,0
10_15/16,2015/2016,10.0,28.0,2016-01-09,Circle & Hammersmith & City,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.4831358355373411,282044.88294561027,,2016.0,2023.0,2017.0,2023.0,0,0,0
10_15/16,2015/2016,10.0,28.0,2016-01-09,District,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.4074700520573384,714913.5397251544,36657703.81206463,2016.0,2023.0,2017.0,2023.0,0,0,0
10_15/16,2015/2016,10.0,28.0,2016-01-09,Jubilee,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.2555920267656136,781736.6979560787,12632524.572995406,2016.0,2011.0,2011.0,2011.0,1,1,1
10_15/16,2015/2016,10.0,28.0,2016-01-09,Metropolitan,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.5957437279262335,568777.4859092868,23786810.27049059,2016.0,,2012.0,,0,1,0
10_15/16,2015/2016,10.0,28.0,2016-01-09,Northern,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.2313026993733782,1053440.4241891166,28325452.0644731,2016.0,2014.0,2014.0,2014.0,1,1,1
10_15/16,2015/2016,10.0,28.0,2016-01-09,Piccadilly,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.4182326214149338,854336.1674477515,18039571.209129985,2016.0,,,,0,0,0
10_15/16,2015/2016,10.0,28.0,2016-01-09,Victoria,808159.9200000002,3.638404865370567,6037739.562889352,0.984790573472168,,0.2838567004459568,547247.4386329263,9084604.16659256,2016.0,2016.0,2009.0,2016.0,1,1,1
11_15/16,2015/2016,11.0,28.0,2016-02-06,Bakerloo,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.4407197909412358,281836.3447958391,10167124.460649176,2016.0,,,,0,0,0
11_15/16,2015/2016,11.0,28.0,2016-02-06,Central,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.548963533673733,993738.8347093333,35320625.71542908,2016.0,,,,0,0,0
11_15/16,2015/2016,11.0,28.0,2016-02-06,Waterloo & City,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.2694792951254306,26929.424247869352,7529849.076033792,2016.0,,,,0,0,0
11_15/16,2015/2016,11.0,28.0,2016-02-06,Circle & Hammersmith & City,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.6316735286001839,297402.8433957078,,2016.0,2023.0,2017.0,2023.0,0,0,0
11_15/16,2015/2016,11.0,28.0,2016-02-06,District,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.532744678928016,753842.1448239941,45843592.120942645,2016.0,2023.0,2017.0,2023.0,0,0,0
11_15/16,2015/2016,11.0,28.0,2016-02-06,Jubilee,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.3341725153745699,824303.9701016063,15798051.80791463,2016.0,2011.0,2011.0,2011.0,1,1,1
11_15/16,2015/2016,11.0,28.0,2016-02-06,Metropolitan,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.7789021535569923,599748.6634122137,29747439.542018674,2016.0,,2012.0,,0,1,0
11_15/16,2015/2016,11.0,28.0,2016-02-06,Northern,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.3024155559179937,1110802.5581951083,35423399.06891952,2016.0,2014.0,2014.0,2014.0,1,1,1
11_15/16,2015/2016,11.0,28.0,2016-02-06,Piccadilly,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.5468161463350142,900856.6394156144,22560025.82125389,2016.0,,,,0,0,0
11_15/16,2015/2016,11.0,28.0,2016-02-06,Victoria,1505232.3700000003,4.757014219879931,6366507.681092458,0.9774646514695324,,0.3711270214267611,577046.2579951708,11361074.063139172,2016.0,2016.0,2009.0,2016.0,1,1,1
12_15/16,2015/2016,12.0,28.0,2016-03-05,Bakerloo,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.4526833331163346,284709.32366597705,10405118.947087595,2016.0,,,,0,0,0
12_15/16,2015/2016,12.0,28.0,2016-03-05,Central,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.5638654022139926,1003868.7939118042,36147419.388543054,2016.0,,,,0,0,0
12_15/16,2015/2016,12.0,28.0,2016-03-05,Waterloo & City,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.2767944349916565,27203.93698647712,7706109.588113236,2016.0,,,,0,0,0
12_15/16,2015/2016,12.0,28.0,2016-03-05,Circle & Hammersmith & City,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.6488205981342349,300434.50379285694,,2016.0,2023.0,2017.0,2023.0,0,0,0
12_15/16,2015/2016,12.0,28.0,2016-03-05,District,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.547206279169074,761526.6489466534,46916709.91403587,2016.0,2023.0,2017.0,2023.0,0,0,0
12_15/16,2015/2016,12.0,28.0,2016-03-05,Jubilee,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.3432437825688665,832706.7468633766,16167856.39143323,2016.0,2011.0,2011.0,2011.0,1,1,1
12_15/16,2015/2016,12.0,28.0,2016-03-05,Metropolitan,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.8000458120808204,605862.3718433422,30443774.73729065,2016.0,,2012.0,,0,1,0
12_15/16,2015/2016,12.0,28.0,2016-03-05,Northern,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.3106247657878388,1122125.8397289414,36252598.48532681,2016.0,2014.0,2014.0,2014.0,1,1,1
12_15/16,2015/2016,12.0,28.0,2016-03-05,Piccadilly,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.5616597230546633,910039.7775660164,23088116.31332444,2016.0,,,,0,0,0
12_15/16,2015/2016,12.0,28.0,2016-03-05,Victoria,1496334.0400000005,4.886145566864679,6431406.486310782,0.977704537801303,,0.3812014357471968,582928.543005336,11627016.808062842,2016.0,2016.0,2009.0,2016.0,1,1,1
13_15/16,2015/2016,13.0,26.0,2016-03-31,Bakerloo,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.4031793979678861,258794.1040370368,8996191.587372165,2016.0,,,,0,0,0
13_15/16,2015/2016,13.0,26.0,2016-03-31,Central,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.5022029678771802,912493.2114830904,31252800.84370832,2016.0,,,,0,0,0
13_15/16,2015/2016,13.0,26.0,2016-03-31,Waterloo & City,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.2465251214188569,24727.74129081556,6662647.356602934,2016.0,,,,0,0,0
13_15/16,2015/2016,13.0,26.0,2016-03-31,Circle & Hammersmith & City,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.5778677477345926,273087.9243073253,,2016.0,2023.0,2017.0,2023.0,0,0,0
13_15/16,2015/2016,13.0,26.0,2016-03-31,District,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.4873656308060645,692209.8801572446,40563852.57892396,2016.0,2023.0,2017.0,2023.0,0,0,0
13_15/16,2015/2016,13.0,26.0,2016-03-31,Jubilee,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.305707790608609,756910.9213048769,13978613.257003112,2016.0,2011.0,2011.0,2011.0,1,1,1
13_15/16,2015/2016,13.0,26.0,2016-03-31,Metropolitan,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.712555478110741,550714.6997226655,26321470.381280567,2016.0,,2012.0,,0,1,0
13_15/16,2015/2016,13.0,26.0,2016-03-31,Northern,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.2766558803967978,1019986.095187236,31343737.94019564,2016.0,2014.0,2014.0,2014.0,1,1,1
13_15/16,2015/2016,13.0,26.0,2016-03-31,Piccadilly,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.5002384944130331,827204.8341822722,19961820.600266784,2016.0,,,,0,0,0
13_15/16,2015/2016,13.0,26.0,2016-03-31,Victoria,1847728.6199999987,4.351813031132052,5845997.798356202,0.9704833927077376,,0.3395145217982906,529868.3866836386,10052635.758114718,2016.0,2016.0,2009.0,2016.0,1,1,1
01_16/17,2016/2017,1.0,30.0,2016-04-30,Bakerloo,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.3738915759835554,305289.759874958,9244429.750798255,2016.0,,,,0,0,0
01_16/17,2016/2017,1.0,30.0,2016-04-30,Central,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.465721859970072,1076434.2350756738,38974013.40174165,2016.0,,,,0,0,0
01_16/17,2016/2017,1.0,30.0,2016-04-30,Waterloo & City,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.2286170043196889,29170.39485506513,8317394.510304789,2016.0,,,,0,0,0
01_16/17,2016/2017,1.0,30.0,2016-04-30,Circle & Hammersmith & City,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.535890186848694,322151.6469502049,,2016.0,2023.0,2017.0,2023.0,0,0,0
01_16/17,2016/2017,1.0,30.0,2016-04-30,District,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.4519623390995126,816574.1985607039,48673565.12525399,2016.0,2023.0,2017.0,2023.0,0,0,0
01_16/17,2016/2017,1.0,30.0,2016-04-30,Jubilee,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.2835005166365368,892899.6055444487,17003879.028301883,2016.0,2011.0,2011.0,2011.0,1,1,1
01_16/17,2016/2017,1.0,30.0,2016-04-30,Metropolitan,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.6607939096822638,649657.6074000548,30884816.762409285,2016.0,,2012.0,,0,1,0
01_16/17,2016/2017,1.0,30.0,2016-04-30,Northern,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.2565589999093056,1203239.5839703649,38186470.22917272,2016.0,2014.0,2014.0,2014.0,1,1,1
01_16/17,2016/2017,1.0,30.0,2016-04-30,Piccadilly,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.4639000900999103,975822.714874405,23466851.67300435,2016.0,,,,0,0,0
01_16/17,2016/2017,1.0,30.0,2016-04-30,Victoria,1839940.8899999987,4.035687936429079,6896305.735907653,0.9826945173062492,,0.3148514538795387,625065.9888017736,13296356.967343977,2016.0,2016.0,2009.0,2016.0,1,1,1
02_16/17,2016/2017,2.0,28.0,2016-05-28,Bakerloo,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.3888375729821958,285303.6624723153,8556359.235195937,2016.0,,,,0,0,0
02_16/17,2016/2017,2.0,28.0,2016-05-28,Central,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.4843386942836112,1005964.3985552044,36073145.50406386,2016.0,,,,0,0,0
02_16/17,2016/2017,2.0,28.0,2016-05-28,Waterloo & City,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.237755774166032,27260.725978239163,7698323.990711176,2016.0,,,,0,0,0
02_16/17,2016/2017,2.0,28.0,2016-05-28,Circle & Hammersmith & City,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.5573119402090685,301061.6693597161,,2016.0,2023.0,2017.0,2023.0,0,0,0
02_16/17,2016/2017,2.0,28.0,2016-05-28,District,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.4700291482965643,763116.3574735883,45050751.60892598,2016.0,2023.0,2017.0,2023.0,0,0,0
02_16/17,2016/2017,2.0,28.0,2016-05-28,Jubilee,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.2948332080982697,834445.0458680878,15738266.316037737,2016.0,2011.0,2011.0,2011.0,1,1,1
02_16/17,2016/2017,2.0,28.0,2016-05-28,Metropolitan,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.6872085828795689,607127.1267668904,28586034.428955007,2016.0,,2012.0,,0,1,0
02_16/17,2016/2017,2.0,28.0,2016-05-28,Northern,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.2668147272081397,1124468.3093170756,35344219.81806967,2016.0,2014.0,2014.0,2014.0,1,1,1
02_16/17,2016/2017,2.0,28.0,2016-05-28,Piccadilly,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.4824441007159912,911939.5114705986,21720194.58701016,2016.0,,,,0,0,0
02_16/17,2016/2017,2.0,28.0,2016-05-28,Victoria,1658274.4599999972,4.197011121169596,6444832.230170981,0.9805035672986672,,0.3274373723301542,584145.4229092647,12306698.173802612,2016.0,2016.0,2009.0,2016.0,1,1,1
03_16/17,2016/2017,3.0,28.0,2016-06-25,Bakerloo,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.4113524967114234,283739.40000882046,8434935.026560232,2016.0,,,,0,0,0
03_16/17,2016/2017,3.0,28.0,2016-06-25,Central,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.5123834346035198,1000448.898562544,35561227.63976778,2016.0,,,,0,0,0
03_16/17,2016/2017,3.0,28.0,2016-06-25,Waterloo & City,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.2515225845091692,27111.26091352232,7589076.251959361,2016.0,,,,0,0,0
03_16/17,2016/2017,3.0,28.0,2016-06-25,Circle & Hammersmith & City,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.5895820619747177,299411.00892130623,,2016.0,2023.0,2017.0,2023.0,0,0,0
03_16/17,2016/2017,3.0,28.0,2016-06-25,District,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.4972453207030706,758932.3443314834,44411431.576632805,2016.0,2023.0,2017.0,2023.0,0,0,0
03_16/17,2016/2017,3.0,28.0,2016-06-25,Jubilee,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.3119049821613177,829869.951907535,15514922.896226415,2016.0,2011.0,2011.0,2011.0,1,1,1
03_16/17,2016/2017,3.0,28.0,2016-06-25,Metropolitan,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.7270001305711612,603798.371128981,28180366.958345428,2016.0,,2012.0,,0,1,0
03_16/17,2016/2017,3.0,28.0,2016-06-25,Northern,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.282264142723345,1118303.0762723547,34842646.216110304,2016.0,2014.0,2014.0,2014.0,1,1,1
03_16/17,2016/2017,3.0,28.0,2016-06-25,Piccadilly,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.5103791380837244,906939.5309782006,21411960.983599417,2016.0,,,,0,0,0
03_16/17,2016/2017,3.0,28.0,2016-06-25,Victoria,2080947.250000001,4.440031322533161,6409496.514345193,0.9752686794123284,,0.3463970304917118,580942.671320445,12132052.504354136,2016.0,2016.0,2009.0,2016.0,1,1,1
04_16/17,2016/2017,4.0,28.0,2016-07-23,Bakerloo,2542254.6600000025,4.390613341815661,6458081.677054219,0.9722821026831272,,0.4067741033907693,285890.19685932755,8831587.441436864,2016.0,,,,0,0,0
