financial_period,financial_year,period,days,period_end,line,lch_network,ejt_network,operated_kms_network,pct_scheduled,lch_line,ejt_line,operated_kms_line
02_19/20,2019/2020,2.0,28.0,2019-04-28,Northern,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.28454000489031755,1130328.218848925
02_19/20,2019/2020,2.0,28.0,2019-04-28,Piccadilly,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.5144942642912897,916691.8757581988
02_19/20,2019/2020,2.0,28.0,2019-04-28,Victoria,2356449.959999998,4.475830766308173,6478418.0,0.969617663324311,,0.34918998849495486,587189.5632405926
03_19/20,2019/2020,3.0,28.0,2019-05-26,Bakerloo,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.43144338387239356,286395.71423247707
03_19/20,2019/2020,3.0,28.0,2019-05-26,Central,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.5374087786820593,1009814.910611666
03_19/20,2019/2020,3.0,28.0,2019-05-26,Waterloo & City,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.26380721120818834,27365.071374754054
03_19/20,2019/2020,3.0,28.0,2019-05-26,Circle & Hammersmith & City,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.6183778679415307,302214.0377628852
03_19/20,2019/2020,3.0,28.0,2019-05-26,District,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.5215313034293994,766037.3243976219
03_19/20,2019/2020,3.0,28.0,2019-05-26,Jubilee,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.32713874846064706,837639.036345469
03_19/20,2019/2020,3.0,28.0,2019-05-26,Metropolitan,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.7625075790638403,609451.016483841
03_19/20,2019/2020,3.0,28.0,2019-05-26,Northern,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.2960502193519769,1128772.416687429
03_19/20,2019/2020,3.0,28.0,2019-05-26,Piccadilly,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.5353065902191294,915430.1261372055
03_19/20,2019/2020,3.0,28.0,2019-05-26,Victoria,2777924.0599999935,4.656887106818741,6469501.0,0.963510660273149,,0.36331542458957566,586381.3459666506
04_19/20,2019/2020,4.0,28.0,2019-06-23,Bakerloo,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.5156764835492059,287990.5788745342
04_19/20,2019/2020,4.0,28.0,2019-06-23,Central,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.6423300937700861,1015438.3121359268
04_19/20,2019/2020,4.0,28.0,2019-06-23,Waterloo & City,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.31531176533465405,27517.460473452433
04_19/20,2019/2020,4.0,28.0,2019-06-23,Circle & Hammersmith & City,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.7391072302062665,303896.9906117191
04_19/20,2019/2020,4.0,28.0,2019-06-23,District,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.62335277041321,770303.1907582692
04_19/20,2019/2020,4.0,28.0,2019-06-23,Jubilee,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.39100787205203685,842303.6343666174
04_19/20,2019/2020,4.0,28.0,2019-06-23,Metropolitan,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.9113761892048313,612844.893657809
04_19/20,2019/2020,4.0,28.0,2019-06-23,Northern,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.35384975590343515,1135058.2622041076
04_19/20,2019/2020,4.0,28.0,2019-06-23,Piccadilly,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.6398174833214297,920527.9228844887
04_19/20,2019/2020,4.0,28.0,2019-06-23,Victoria,3284528.8200000003,5.56607716631527,6505528.0,0.955199844478776,,0.4342475225601139,589646.7540330751
05_19/20,2019/2020,5.0,28.0,2019-07-21,Bakerloo,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.43015565462803274,288318.9633060656
05_19/20,2019/2020,5.0,28.0,2019-07-21,Central,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.5358047744804564,1016596.1768625753
05_19/20,2019/2020,5.0,28.0,2019-07-21,Waterloo & City,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.26301982571696353,27548.837561029653
05_19/20,2019/2020,5.0,28.0,2019-07-21,Circle & Hammersmith & City,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.6165321952660879,304243.51250453974
05_19/20,2019/2020,5.0,28.0,2019-07-21,District,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.5199746887346789,771181.5374611109
05_19/20,2019/2020,5.0,28.0,2019-07-21,Jubilee,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.3261623373042739,843264.0803688068
05_19/20,2019/2020,5.0,28.0,2019-07-21,Metropolitan,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.7602317223806428,613543.6968020202
05_19/20,2019/2020,5.0,28.0,2019-07-21,Northern,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.2951665981411537,1136352.5248971633
05_19/20,2019/2020,5.0,28.0,2019-07-21,Piccadilly,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.5337088604202918,921577.5649937775
05_19/20,2019/2020,5.0,28.0,2019-07-21,Victoria,3549064.0500000054,4.6429876939657415,6512946.0,0.956774247002288,,0.36223103689315955,590319.1052429103
06_19/20,2019/2020,6.0,28.0,2019-08-18,Bakerloo,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.4045092584171746,285351.4180960758
06_19/20,2019/2020,6.0,28.0,2019-08-18,Central,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.503859450990805,1006132.7821536398
06_19/20,2019/2020,6.0,28.0,2019-08-18,Waterloo & City,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.24733826814803855,27265.28902156631
06_19/20,2019/2020,6.0,28.0,2019-08-18,Circle & Hammersmith & City,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.5797738060959696,301112.06264133775
06_19/20,2019/2020,6.0,28.0,2019-08-18,District,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.48897317394943507,763244.0918928987
06_19/20,2019/2020,6.0,28.0,2019-08-18,Jubilee,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.30671614743889064,834584.7196574601
06_19/20,2019/2020,6.0,28.0,2019-08-18,Metropolitan,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.7149057949995491,607228.7508904275
06_19/20,2019/2020,6.0,28.0,2019-08-18,Northern,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.2775684114320074,1124656.5287217796
06_19/20,2019/2020,6.0,28.0,2019-08-18,Piccadilly,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.5018884978414934,912092.1566901683
06_19/20,2019/2020,6.0,28.0,2019-08-18,Victoria,3711898.379999993,4.366167197198003,6445911.0,0.951376548406636,,0.3406343878846392,584243.2002346455
07_19/20,2019/2020,7.0,28.0,2019-09-15,Bakerloo,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.5241368665103409,285287.8483948519
07_19/20,2019/2020,7.0,28.0,2019-09-15,Central,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.6528684036487022,1005908.6390224093
07_19/20,2019/2020,7.0,28.0,2019-09-15,Waterloo & City,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.32048488912832057,27259.214945297656
07_19/20,2019/2020,7.0,28.0,2019-09-15,Circle & Hammersmith & City,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.7512333023006361,301044.98183275183
07_19/20,2019/2020,7.0,28.0,2019-09-15,District,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.6335797311644209,763074.0587484823
07_19/20,2019/2020,7.0,28.0,2019-09-15,Jubilee,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.39742289473371983,834398.7934699239
07_19/20,2019/2020,7.0,28.0,2019-09-15,Metropolitan,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.9263285708400448,607093.4743583316
07_19/20,2019/2020,7.0,28.0,2019-09-15,Northern,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.35965514851130165,1124405.981239004
07_19/20,2019/2020,7.0,28.0,2019-09-15,Piccadilly,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.6503145703649817,911888.9636369278
07_19/20,2019/2020,7.0,28.0,2019-09-15,Victoria,3892832.8599999975,5.657396328465433,6444475.0,0.953325973362982,,0.4413719512629637,584113.044352019
08_19/20,2019/2020,8.0,28.0,2019-10-13,Bakerloo,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.515037432406153,283200.49564268603
08_19/20,2019/2020,8.0,28.0,2019-10-13,Central,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.6415340873712371,998548.7525852388
08_19/20,2019/2020,8.0,28.0,2019-10-13,Waterloo & City,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.31492101580373044,27059.768674949693
08_19/20,2019/2020,8.0,28.0,2019-10-13,Circle & Hammersmith & City,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.7381912929173461,298842.339571997
08_19/20,2019/2020,8.0,28.0,2019-10-13,District,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.6225802816277682,757490.9091485369
08_19/20,2019/2020,8.0,28.0,2019-10-13,Jubilee,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.3905233162587267,828293.785395613
08_19/20,2019/2020,8.0,28.0,2019-10-13,Metropolitan,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.91024676792222,602651.5808754732
08_19/20,2019/2020,8.0,28.0,2019-10-13,Northern,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.3534112482378872,1116179.0906346675
08_19/20,2019/2020,8.0,28.0,2019-10-13,Piccadilly,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.6390245906705031,905216.9867243929
08_19/20,2019/2020,8.0,28.0,2019-10-13,Victoria,4456402.46999999,5.559179415324235,6397323.0,0.950720055687953,,0.4337093821086626,579839.2907464443
09_19/20,2019/2020,9.0,28.0,2019-11-10,Bakerloo,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.6003480572675882,282179.30771244
09_19/20,2019/2020,9.0,28.0,2019-11-10,Central,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.747797575071276,994948.1023406542
09_19/20,2019/2020,9.0,28.0,2019-11-10,Waterloo & City,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.36708442558678456,26962.194307703623
09_19/20,2019/2020,9.0,28.0,2019-11-10,Circle & Hammersmith & City,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.8604650472187378,297764.7489783617
09_19/20,2019/2020,9.0,28.0,2019-11-10,District,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.7257042674008821,754759.4853495136
09_19/20,2019/2020,9.0,28.0,2019-11-10,Jubilee,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.4552094653359833,825307.0546894246
09_19/20,2019/2020,9.0,28.0,2019-11-10,Metropolitan,4893440.720000005,6.48,6374255.0,0.941872229371437,,1.0610197324944524,600478.4896203286
09_19/20,2019/2020,9.0,28.0,2019-11-10,Northern,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.41195016701002457,1112154.2791216706
09_19/20,2019/2020,9.0,28.0,2019-11-10,Piccadilly,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.7448724061918672,901952.8799331994
09_19/20,2019/2020,9.0,28.0,2019-11-10,Victoria,4893440.720000005,6.48,6374255.0,0.941872229371437,,0.5055488564224037,577748.457946703
10_19/20,2019/2020,10.0,28.0,2019-12-08,Bakerloo,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.35854120086814295,267138.25600948173
10_19/20,2019/2020,10.0,28.0,2019-12-08,Central,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.4466013295564565,941914.2141708087
10_19/20,2019/2020,10.0,28.0,2019-12-08,Waterloo & City,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.21923097639210742,25525.023872015085
10_19/20,2019/2020,10.0,28.0,2019-12-08,Circle & Hammersmith & City,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.5138888476445239,281892.94384491787
10_19/20,2019/2020,10.0,28.0,2019-12-08,District,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.4334067152533046,714528.4119427808
10_19/20,2019/2020,10.0,28.0,2019-12-08,Jubilee,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.2718612084645456,781315.5721777088
10_19/20,2019/2020,10.0,28.0,2019-12-08,Metropolitan,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.6336645624619647,568471.0824078277
10_19/20,2019/2020,10.0,28.0,2019-12-08,Northern,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.24602579418654244,1052872.9301469885
10_19/20,2019/2020,10.0,28.0,2019-12-08,Piccadilly,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.4448543536979207,853875.9319433334
10_19/20,2019/2020,10.0,28.0,2019-12-08,Victoria,3134041.7699999968,3.87,6034487.0,0.957171689165418,,0.3019250114744911,546952.6334841368
11_19/20,2019/2020,11.0,28.0,2020-01-05,Bakerloo,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.4428493385399802,288606.7534367457
11_19/20,2019/2020,11.0,28.0,2020-01-05,Central,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.5516161124754165,1017610.9084058406
11_19/20,2019/2020,11.0,28.0,2020-01-05,Waterloo & City,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.2707814127013627,27576.335868705515
11_19/20,2019/2020,11.0,28.0,2020-01-05,Circle & Hammersmith & City,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.6347257601397479,304547.1979757216
11_19/20,2019/2020,11.0,28.0,2020-01-05,District,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.5353188886074408,771951.3045027899
11_19/20,2019/2020,11.0,28.0,2020-01-05,Jubilee,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.3357872290595679,844105.7977400975
11_19/20,2019/2020,11.0,28.0,2020-01-05,Metropolitan,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.7826657903276979,614156.1151412647
11_19/20,2019/2020,11.0,28.0,2020-01-05,Northern,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.3038768207265305,1137486.7931322074
11_19/20,2019/2020,11.0,28.0,2020-01-05,Piccadilly,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.549458349011902,922497.4522076473
11_19/20,2019/2020,11.0,28.0,2020-01-05,Victoria,2974395.2400000053,4.78,6519447.0,0.964902255398731,,0.37292029841035335,590908.3415889792
12_19/20,2019/2020,12.0,28.0,2020-02-02,Bakerloo,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.4703819106148374,282048.00706214044
12_19/20,2019/2020,12.0,28.0,2020-02-02,Central,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.5859108692982515,994485.1437562327
12_19/20,2019/2020,12.0,28.0,2020-02-02,Waterloo & City,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.2876162775479743,26949.648548502486
12_19/20,2019/2020,12.0,28.0,2020-02-02,Circle & Hammersmith & City,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.6741875617457549,297626.19627761946
12_19/20,2019/2020,12.0,28.0,2020-02-02,District,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.568600423885801,754408.2887573555
12_19/20,2019/2020,12.0,28.0,2020-02-02,Jubilee,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.3566635977956691,824923.031658622
12_19/20,2019/2020,12.0,28.0,2020-02-02,Metropolitan,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.831325233635813,600199.0814071
12_19/20,2019/2020,12.0,28.0,2020-02-02,Northern,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.3227692740744682,1111636.7834156037
12_19/20,2019/2020,12.0,28.0,2020-02-02,Piccadilly,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.5836189546169085,901533.1928886927
12_19/20,2019/2020,12.0,28.0,2020-02-02,Victoria,3563947.849999991,5.077179386,6371289.0,0.948697182626719,,0.39610528278452184,577479.6262281304
13_19/20,2019/2020,13.0,31.0,2020-03-01,Bakerloo,,,5619015.0,0.75485921691525,,,248745.8946536993
13_19/20,2019/2020,13.0,31.0,2020-03-01,Central,,,5619015.0,0.75485921691525,,,877063.7998124756
13_19/20,2019/2020,13.0,31.0,2020-03-01,Waterloo & City,,,5619015.0,0.75485921691525,,,23767.6362567706
13_19/20,2019/2020,13.0,31.0,2020-03-01,Circle & Hammersmith & City,,,5619015.0,0.75485921691525,,,262484.72817304125
13_19/20,2019/2020,13.0,31.0,2020-03-01,District,,,5619015.0,0.75485921691525,,,665333.4185047817
13_19/20,2019/2020,13.0,31.0,2020-03-01,Jubilee,,,5619015.0,0.75485921691525,,,727522.309651198
13_19/20,2019/2020,13.0,31.0,2020-03-01,Metropolitan,,,5619015.0,0.75485921691525,,,529332.0772943615
13_19/20,2019/2020,13.0,31.0,2020-03-01,Northern,,,5619015.0,0.75485921691525,,,980383.0528742345
13_19/20,2019/2020,13.0,31.0,2020-03-01,Piccadilly,,,5619015.0,0.75485921691525,,,795086.9178653578
13_19/20,2019/2020,13.0,31.0,2020-03-01,Victoria,,,5619015.0,0.75485921691525,,,509295.1649140791
,,,,,Bakerloo,,,,,,,
,,,,,Central,,,,,,,
,,,,,Waterloo & City,,,,,,,
,,,,,Circle & Hammersmith & City,,,,,,,
,,,,,District,,,,,,,
,,,,,Jubilee,,,,,,,
,,,,,Metropolitan,,,,,,,
,,,,,Northern,,,,,,,
,,,,,Piccadilly,,,,,,,
,,,,,Victoria,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Bakerloo,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Central,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Waterloo & City,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Circle & Hammersmith & City,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,District,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Jubilee,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Metropolitan,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Northern,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Piccadilly,,,,,,,
NOTE: ALL FIGURES ARE SUBJECT TO CHANGE,,,,,Victoria,,,,,,,
"NOTE: LCH and EJT modelling are based on assumptions regarding levels of service and passenger demand.  Because of the COVID19 response in Period 13 these assumptions are no longer true, and thus the measures are not valid.",,,,,Bakerloo,,,,,,,
"NOTE: LCH and EJT modelling are based on assumptions regarding levels of service and passenger demand.  Because of the COVID19 response in Period 13 these assumptions are no longer true, and thus the measures are not valid.",,,,,Central,,,,,,,
"NOTE: LCH and EJT modelling are based on assumptions regarding levels of service and passenger demand.  Because of the COVID19 response in Period 13 these assumptions are no longer true, and thus the measures are not valid.",,,,,Waterloo & City,,,,,,,
"NOTE: LCH and EJT modelling are based on assumptions regarding levels of service and passenger demand.  Because of the COVID19 response in Period 13 these assumptions are no longer true, and thus the measures are not valid.",,,,,Circle & Hammersmith & City,,,,,,,
"NOTE: LCH and EJT modelling are based on assumptions regarding levels of service and passenger demand.  Because of the COVID19 response in Period 13 these assumptions are no longer true, and thus the measures are not valid.",,,,,District,,,,,,,
